CRI#	Location	Date	Protocol	Date	Time	Site(s)	Length	Date/Time Processed																																																			
65500569	20205001	TYPE A	Lobeta v1.3	17.07.07	10.49.34	S#1 	897	11.28.07.17.53.33.EST																																																			
1 Hz	2 Hz	3 Hz	4 Hz	5 Hz	6 Hz	7 Hz	8 Hz	9 Hz	10 Hz	11 Hz	12 Hz	13 Hz	14 Hz	15 Hz	16 Hz	17 Hz	18 Hz	19 Hz	20 Hz	21 Hz	22 Hz	23 Hz	24 Hz	25 Hz	26 Hz	27 Hz	28 Hz	29 Hz	30 Hz	31 Hz	32 Hz	33 Hz	34 Hz	35 Hz	36 Hz	37 Hz	38 Hz	39 Hz	40 Hz	41 Hz	42 Hz	43 Hz	44 Hz	45 Hz	46 Hz	47 Hz	48 Hz	49 Hz	50 Hz	51 Hz	52 Hz	53 Hz	54 Hz	55 Hz	56 Hz	57 Hz	58 Hz	59 Hz	60 Hz
4.71511	4.71511	10.101626	11.230811	7.2176275	3.5248878	4.989776	6.530961	1.5869625	9.636219	3.1891842	2.6169622	0.16022217	0.0839259	0.8316294	1.701407	3.2044435	0.76296276	1.7853328	0.7248146	1.7471846	1.4267403	3.6164434	2.0752587	4.058962	4.058962	0.71718496	2.0752587	1.4419996	2.0599995	2.3499253	4.6998506	4.3488874	3.051851	0.5798517	2.4796288	1.2436292	2.6245918	1.4419996	3.0594807	3.6317027	1.2588885	0.35859248	0.87740713	1.6098514	1.0071108	0.90792567	0.6866665	0.87740713	0.87740713	0.90029603	0.8697775	0.92318493	0.7324442	1.0757774	1.2207403	1.3962218	1.9531846	3.2273324	7.8661456
6.2944427	6.2944427	10.742516	11.05533	6.96585	1.617481	2.4414806	5.32548	6.675924	6.637776	2.822962	1.6937773	0.11444441	0.32044435	2.2049623	0.9537034	1.1444441	2.311777	1.8997772	1.9074068	2.189703	2.1820734	2.2583697	5.2262945	3.6774805	3.6774805	0.9994812	1.1749626	1.5030366	1.4496292	2.273629	3.4485915	5.1957765	4.2954803	0.7324442	2.3270364	1.1291848	2.6245918	1.4877774	3.318888	3.6164434	1.3199255	0.37385175	0.87740713	1.6022217	0.96133304	0.9155553	0.74007386	0.90029603	1.1368145	0.80111086	0.93844414	0.65614796	0.7324442	1.0910367	1.2131108	0.9155553	1.5106663	4.425184	4.3946652
7.843257	7.843257	11.131626	10.315256	6.14185	0.6637776	0.93844414	2.6093326	10.971404	1.7319254	1.045259	0.61037016	0.26703694	0.37385175	1.3962218	2.6474807	2.7695546	1.1291848	1.045259	1.0376294	1.4267403	1.3046663	3.9979248	2.6245918	2.8534806	2.8534806	1.2207403	2.2278512	2.418592	1.2970366	3.4943693	3.295999	7.492294	3.4867396	0.6714072	2.601703	1.1749626	3.234962	1.373333	3.5554063	3.4409618	1.3504441	0.38148138	0.87740713	1.5717032	0.8926664	0.87740713	0.7248146	1.045259	1.1597034	0.90792567	0.7553331	0.7095553	0.96896267	1.1139256	0.7705924	1.3809626	1.9379253	4.5701466	7.9958496
9.353923	9.353923	11.2537	9.033479	4.8219247	2.66274	3.7690358	1.106296	11.589404	5.8290353	1.2359996	2.273629	0.16022217	0.14496292	0.88503677	1.4648885	2.9450362	1.7242957	2.494888	1.5488143	2.5254066	2.2659993	2.2354808	5.1728873	5.142369	5.142369	0.7705924	1.739555	1.4877774	2.0523698	3.1586657	4.661702	5.7222204	3.0137029	0.65614796	2.8611102	1.1978515	3.2807398	1.6098514	3.5554063	3.8758507	1.3504441	0.39674062	0.8697775	1.5259255	0.9537034	0.7705924	0.74007386	1.0299997	1.1368145	0.7477035	0.7095553	0.93844414	0.96133304	0.7858516	1.2207403	1.411481	1.7548143	2.7695546	6.9429607
10.811182	10.811182	11.123997	7.286294	3.0823696	4.4328136	6.2105165	4.280221	8.064516	10.185553	2.906888	2.845851	0.07629627	0.1678518	2.3804438	1.373333	1.1825923	2.3804438	0.84688866	1.6861477	1.289407	1.2436292	4.325999	3.051851	2.4414806	2.4414806	1.5488143	1.4267403	1.8005921	1.823481	2.189703	5.0660725	4.7456284	3.3265176	0.63325906	3.5554063	1.3580737	2.746666	1.6556292	3.4409618	4.2115545	1.3199255	0.41199988	0.86214787	1.5869625	0.99185157	0.82399976	0.839259	0.99185157	1.1902219	0.7095553	0.90029603	0.90792567	0.79348123	1.22837	1.22837	0.8697775	1.8463699	4.440443	8.323923
12.207404	12.207404	10.742516	5.1499987	1.0757774	5.6001463	7.492294	6.576739	2.166814	10.429701	3.1205175	1.6327403	0.23651844	0.3357036	1.5106663	2.784814	3.5859249	0.84688866	2.5635548	0.9460738	2.8077028	2.3422956	2.1744437	4.7608876	5.264443	5.264443	0.93081456	2.4796288	2.5101473	1.2207403	3.1281471	3.784295	5.6764426	4.3717766	0.7324442	3.1434064	1.617481	2.929777	1.5106663	3.952147	4.3717766	1.2665181	0.42725915	0.8545183	1.678518	1.0071108	0.84688866	0.84688866	1.0605181	0.99185157	0.79348123	0.90792567	0.87740713	0.6714072	1.2359996	0.76296276	1.3885921	2.006592	3.8987396	8.980071
13.534959	13.534959	10.116886	2.746666	1.0376294	5.9892573	7.3244424	7.1184425	6.202887	6.286813	1.7853328	0.76296276	0.15259254	0.2517777	0.93844414	1.1597034	2.0447402	2.7085178	1.373333	2.1057773	1.2054812	1.2207403	4.585406	4.158147	3.257851	3.257851	1.2588885	1.5259255	1.4877774	1.9531846	4.0360727	3.9902952	8.156072	4.3107395	0.99185157	2.9374065	1.8845179	2.639851	1.3199255	4.1962953	4.3641467	1.2054812	0.44251838	0.8545183	1.7624439	0.99185157	0.82399976	0.77822196	0.96133304	0.99185157	0.90029603	0.9537034	0.69429606	0.9765923	0.79348123	1.1749626	1.4191107	1.4191107	4.2954803	5.668813
14.793847	14.793847	9.269998	0.63325906	3.1052582	5.546739	5.6993318	5.7298503	12.047181	1.8845179	0.6485183	2.6551104	0.09155553	0.053407393	2.5482955	1.7777032	2.1820734	1.5488143	2.0371106	0.7324442	3.0137029	2.395703	2.0599995	3.9674063	3.868221	3.868221	1.5793328	1.5564439	2.1820734	2.1515548	2.8000731	5.8061466	6.1571093	3.456221	1.0376294	2.6703696	1.7166661	2.967925	1.3580737	4.158147	4.1657767	1.2970366	0.45014802	0.839259	1.823481	0.9460738	0.8087405	0.8316294	0.86214787	0.99185157	0.8316294	0.8163701	0.87740713	0.9460738	1.1520737	1.1902219	0.8545183	2.0523698	4.669332	8.79696
15.961181	15.961181	8.224738	2.3651845	4.9668875	4.3107395	2.8992584	2.7619252	13.908811	7.57622	2.3880734	3.0442214	0.2822962	0.22888882	1.6327403	2.8534806	3.807184	1.8387402	2.418592	2.2202215	1.0681478	1.1825923	4.776147	5.3483686	5.3102207	5.3102207	0.96133304	2.4872584	2.5482955	1.4038514	2.929777	4.989776	5.096591	3.3494065	0.90792567	3.0823696	1.7090366	3.0289621	1.2436292	3.8148136	3.8605914	1.3504441	0.45777765	0.8316294	1.8692588	0.87740713	0.90792567	0.8545183	0.87740713	1.2131108	0.88503677	0.7248146	0.9155553	0.839259	1.1291848	0.93081456	1.3962218	2.1057773	2.6093326	7.309183
17.044588	17.044588	7.019257	4.814295	6.4546647	2.45674	0.9537034	1.1825923	10.895108	11.581775	3.173925	1.5030366	0.19837031	0.28992584	0.9765923	0.98422194	1.2817774	2.8763695	1.1978515	0.9460738	3.1281471	2.4338512	1.9074068	3.3646657	3.051851	3.051851	1.945555	1.3962218	1.4648885	1.7700735	4.463332	3.7995543	6.1113315	4.0818505	0.8163701	3.7919247	1.5564439	3.4943693	1.2054812	3.7156286	4.1886654	1.3809626	0.4730369	0.82399976	1.8921475	0.82399976	0.9537034	0.77822196	0.9155553	1.1825923	0.6714072	0.8697775	0.96133304	0.6714072	1.0910367	1.083407	1.411481	1.22837	4.6922207	9.62096
18.03644	18.03644	5.6840725	7.019257	7.454146	0.5874813	3.9216285	4.5319986	3.7919247	10.856959	2.395703	1.045259	0.10681479	0.16022217	2.7085178	2.166814	3.501999	0.8926664	2.990814	1.9913328	1.2588885	1.1368145	4.8829613	6.286813	6.195257	6.195257	1.1902219	2.113407	2.5559251	2.4262216	3.1281471	4.463332	8.766442	4.875332	1.0071108	4.0284433	1.8311106	3.8377025	1.2817774	3.9063692	4.3488874	1.3809626	0.48066652	0.8087405	1.8997772	0.8697775	0.9460738	0.69429606	1.045259	1.2054812	0.67903686	0.93081456	0.7324442	0.96133304	0.8697775	1.0986663	0.84688866	2.1057773	4.3565173	10.03296
18.921476	18.921476	4.257332	8.873257	7.8890347	1.9837031	6.6072574	6.8742943	5.058443	5.569628	0.6485183	3.051851	0.38148138	0.068666644	1.7471846	2.8611102	3.295999	3.0671103	1.0757774	1.5945921	3.1434064	2.4643695	2.029481	3.1434064	3.379925	3.379925	1.4725181	2.2278512	2.5330362	1.6022217	2.845851	6.653035	6.530961	3.6622212	1.289407	3.2654805	1.8768883	3.5172582	1.2054812	3.8148136	4.333628	1.3580737	0.48829615	0.80111086	1.8845179	0.88503677	0.8697775	0.7324442	0.9994812	1.2131108	0.82399976	0.93081456	0.6714072	0.9155553	1.2359996	1.0605181	1.3885921	2.0523698	3.9063692	7.0574055
19.707327	19.707327	2.7695546	10.277108	7.7288127	3.9674063	8.041627	7.37022	12.596515	2.5254066	1.678518	3.1891842	0.35859248	0.2517777	1.0071108	0.90029603	1.5106663	2.006592	2.9145176	1.4191107	1.4572588	1.083407	4.91348	6.8819237	5.371258	5.371258	2.0142217	1.3504441	1.6327403	1.6937773	4.3031096	4.776147	5.4094057	3.0823696	1.4419996	3.173925	2.45674	3.295999	1.2817774	3.4638507	4.135258	1.2970366	0.49592578	0.7858516	1.8463699	0.8697775	0.90029603	0.6866665	0.98422194	0.9537034	0.8545183	0.8545183	0.9537034	0.87740713	1.2359996	0.93844414	1.3885921	1.3580737	4.4938507	9.445478
20.393993	20.393993	1.2588885	11.177404	6.95822	5.4017763	7.904294	5.8977017	16.052736	9.285256	2.967925	1.2970366	0.099185154	0.2822962	2.8534806	2.517777	4.2878504	1.8921475	1.823481	2.2354808	3.051851	2.4796288	2.25074	2.8992584	4.936369	4.936369	1.1291848	2.4872584	2.9145176	2.6245918	4.3717766	4.3641467	6.5004425	3.707999	1.1978515	3.3494065	2.4796288	3.2273324	1.3580737	3.7690358	3.9674063	1.2359996	0.49592578	0.7705924	1.7929624	0.839259	0.9537034	0.76296276	1.0223701	1.0147405	0.839259	0.71718496	0.88503677	0.6714072	0.80111086	1.167333	0.8316294	2.006592	2.8763695	7.4846644
20.973846	20.973846	0.39674062	11.528367	5.645924	6.080813	6.2105165	2.8382213	13.946959	12.6728115	2.784814	1.4877774	0.45014802	0.11444441	1.8692588	2.8077028	2.0523698	3.357036	2.1515548	0.9765923	1.6861477	1.0299997	4.852443	7.0574055	3.7232583	3.7232583	2.3270364	1.7090366	2.4414806	1.7624439	3.0137029	6.080813	9.315775	5.0889616	1.1215552	3.5096285	2.166814	3.1205175	1.289407	3.9979248	4.3641467	1.3351848	0.5035554	0.76296276	1.7090366	0.77822196	0.9460738	0.8316294	0.90792567	1.0757774	0.8163701	0.8163701	0.9155553	0.93081456	1.1825923	1.1444441	1.3580737	1.8463699	4.6769614	10.872219
21.439253	21.439253	1.6632588	11.329997	3.8834803	5.920591	3.2654805	1.1749626	6.7674794	10.86459	1.2512589	3.4409618	0.5874813	0.13733329	1.0299997	0.79348123	2.8992584	1.0910367	2.9145176	2.5559251	2.8382213	2.4719992	2.4414806	3.5477767	6.675924	6.675924	1.4648885	1.5488143	1.8768883	1.7471846	3.4943693	7.0116277	6.8437757	4.2497025	1.3046663	4.5396285	2.189703	3.456221	1.083407	3.952147	4.600665	1.4038514	0.5035554	0.7477035	1.823481	0.79348123	0.87740713	0.80111086	0.8316294	1.2512589	0.6485183	0.93081456	0.69429606	0.8697775	1.1597034	0.7553331	1.3580737	1.6861477	4.562517	10.956145
21.790216	21.790216	3.0289621	10.589923	1.8005921	4.936369	0.93844414	4.4785914	3.357036	4.486221	0.8545183	3.257851	0.23651844	0.3357036	2.990814	2.8382213	4.318369	3.3494065	1.289407	0.96133304	2.2659993	0.96896267	4.6998506	6.7751093	3.173925	3.173925	1.6022217	2.5864437	3.257851	2.7390363	5.1499987	5.1271095	5.668813	3.5859249	1.617481	4.1657767	2.2049623	3.4943693	1.0757774	3.8300729	4.646443	1.4496292	0.51118505	0.7324442	1.8997772	0.839259	0.77822196	0.7477035	0.82399976	1.1597034	0.6256294	0.8926664	0.839259	0.88503677	1.0299997	1.1902219	0.8087405	1.8692588	3.3036287	8.529923
22.034365	22.034365	4.2878504	9.361553	0.6485183	3.2731102	3.9063692	6.7827387	12.4897	3.8834803	2.5101473	0.9994812	0.38148138	0.29755548	1.9989624	2.6932585	1.3428144	2.4643695	3.402814	2.494888	2.5101473	2.45674	2.5940733	3.9979248	6.637776	6.637776	2.494888	1.5182959	2.2888882	1.8921475	3.540147	5.218665	6.8361464	3.8148136	1.8539995	3.7232583	2.4109623	4.1962953	1.0376294	4.3488874	4.4938507	1.4572588	0.51118505	0.7248146	1.9684439	0.8545183	0.839259	0.8087405	0.87740713	1.2359996	0.8087405	0.8697775	0.93081456	0.65614796	0.92318493	1.1749626	1.3275552	1.5259255	4.1657767	10.788293
22.164068	22.164068	5.424665	7.7059236	2.6932585	1.1749626	6.736961	7.2786646	17.81518	10.818811	2.9145176	1.9913328	0.8087405	0.0839259	1.0528886	0.9460738	4.2878504	1.8539995	1.3046663	1.4419996	2.8000731	0.90792567	4.4557023	6.019776	4.0818505	4.0818505	1.2588885	1.7548143	2.1057773	1.7471846	3.5096285	7.469405	9.773553	4.890591	1.495407	3.1815546	2.8763695	4.173406	0.8926664	4.562517	4.4938507	1.4419996	0.5035554	0.7248146	2.0218513	0.84688866	0.84688866	0.7858516	0.9765923	1.1825923	0.77822196	0.6866665	0.93844414	0.88503677	1.1902219	0.74007386	1.3122959	1.8768883	3.4104435	7.4388866
22.179327	22.179327	6.4012575	5.7298503	4.7837763	1.0681478	8.270516	5.8519244	17.067476	13.382366	1.8997772	3.7995543	0.63325906	0.3128147	3.1128879	3.1205175	3.4867396	3.784295	3.1205175	2.029481	2.067629	2.418592	2.8687398	5.424665	4.722739	4.722739	2.6703696	2.395703	3.5554063	2.7695546	5.2720723	6.7217016	7.087924	4.974517	1.4267403	3.8224432	3.1968138	3.456221	0.96133304	4.4709616	4.9668875	1.3962218	0.5035554	0.71718496	2.0447402	0.8163701	0.80111086	0.6714072	0.9155553	0.96896267	0.80111086	0.7324442	0.77822196	0.82399976	1.1902219	1.1597034	0.7858516	1.9608142	4.387036	12.039552
22.080141	22.080141	7.225257	3.5096285	6.5538497	3.151036	8.18659	2.9145176	10.223701	10.4220705	0.45777765	3.2425916	0.21362957	0.44251838	2.128666	2.5254066	1.8768883	1.2970366	2.2812586	2.311777	3.2731102	0.8697775	4.1276283	4.814295	6.569109	6.569109	1.7853328	1.2665181	2.311777	2.3499253	4.257332	5.0279245	5.874813	3.89111	1.617481	4.486221	2.746666	3.6774805	0.96896267	4.058962	5.2491837	1.3199255	0.5035554	0.71718496	2.0523698	0.7553331	0.82399976	0.6714072	0.92318493	0.99185157	0.7248146	0.90029603	0.6714072	0.87740713	0.77822196	1.1520737	1.2817774	1.1291848	4.4938507	11.719108
21.874142	21.874142	7.8737755	1.1749626	7.8661456	4.7990355	6.5080724	1.0528886	2.7695546	3.0976286	1.8539995	0.92318493	0.84688866	0.21362957	1.0757774	1.1139256	4.974517	3.540147	2.0981476	1.2741477	1.739555	2.3728142	3.4104435	6.7445908	3.68511	3.68511	1.7548143	2.1973326	2.311777	1.678518	3.1205175	5.714591	7.1031833	3.6164434	1.9608142	4.9668875	2.7619252	3.2502213	0.87740713	3.9597766	5.31785	1.4267403	0.49592578	0.7095553	2.029481	0.69429606	0.90792567	0.6714072	0.93081456	1.1139256	0.61037016	0.82399976	0.9155553	0.63325906	1.1597034	0.7095553	1.2588885	1.9302957	2.5482955	10.025331
21.546068	21.546068	8.354442	1.1597034	8.606219	5.7832575	3.5706656	4.0818505	11.612293	5.6001463	2.7695546	2.5330362	1.0528886	0.21362957	3.2197027	3.379925	1.9226661	2.8992584	3.3341472	2.906888	3.6545916	0.90792567	3.7156286	4.09711	7.461776	7.461776	2.990814	1.9226661	3.807184	2.6932585	4.661702	8.377331	10.147405	4.272591	2.273629	3.8987396	2.4033327	3.68511	0.96896267	4.119999	5.1728873	1.5030366	0.48829615	0.7019257	1.9913328	0.7248146	0.93081456	0.65614796	0.79348123	1.2359996	0.6256294	0.86214787	0.82399976	0.82399976	1.1444441	1.083407	0.7553331	1.9150364	4.2497025	12.138737
21.11118	21.11118	8.651998	3.4104435	8.713035	5.973998	0.84688866	6.302072	19.035921	12.0777	2.3270364	4.112369	0.45777765	0.5340739	2.2583697	2.2965178	3.746147	1.739555	1.289407	1.0071108	1.6098514	2.311777	3.8987396	7.683035	4.051332	4.051332	1.5488143	1.3504441	2.4109623	2.7619252	5.4017763	5.920591	7.2557755	5.32548	1.8005921	3.89111	2.906888	3.707999	0.9994812	3.9979248	4.8066654	1.5564439	0.4730369	0.69429606	1.9302957	0.74007386	0.90029603	0.7553331	0.7553331	1.0910367	0.7553331	0.6408887	0.90029603	0.82399976	0.93081456	1.083407	1.22837	1.0986663	3.707999	7.148961
20.577105	20.577105	8.781701	5.470443	8.163701	5.371258	3.646962	6.851405	20.050661	13.611256	0.7858516	3.0976286	0.57222205	0.42725915	1.0910367	1.3122959	4.7379985	4.112369	3.6545916	3.0976286	3.9216285	0.93081456	3.2273324	3.6927397	6.302072	6.302072	2.9145176	2.3499253	2.4872584	1.7700735	3.6927397	5.256813	6.019776	3.8834803	1.7242957	3.8529618	3.0899992	4.272591	0.93844414	3.6011841	4.6922207	1.5717032	0.46540728	0.6866665	1.9379253	0.7248146	0.8087405	0.76296276	0.7248146	1.2207403	0.6714072	0.63325906	0.65614796	0.86214787	0.93081456	0.8087405	1.1902219	1.8539995	3.8758507	13.061922
19.920958	19.920958	8.743553	7.240516	6.9887385	4.0665913	6.523331	5.6382947	14.015625	9.521775	1.0757774	0.80111086	1.3046663	0.14496292	3.3036287	3.5935545	1.5564439	1.4801477	1.4877774	1.3428144	1.411481	2.2354808	4.325999	8.156072	5.8442945	5.8442945	2.334666	1.4191107	3.9979248	2.5254066	3.929258	7.232887	7.3397017	3.357036	1.9302957	4.013184	3.7766654	4.623554	0.80111086	3.9216285	4.9668875	1.5564439	0.45777765	0.6714072	2.0599995	0.6866665	0.88503677	0.6866665	0.8087405	1.1139256	0.7324442	0.84688866	0.7477035	0.6027406	1.106296	0.96133304	0.7095553	1.739555	4.173406	12.276071
19.173254	19.173254	8.545182	8.659627	5.256813	2.2431104	8.133183	3.0289621	3.7766654	2.5101473	2.357555	3.1052582	1.106296	0.54933316	2.4033327	2.0142217	5.142369	3.6164434	3.1281471	2.8153324	4.051332	0.9460738	2.7085178	3.47911	4.318369	4.318369	1.945555	1.4038514	2.4643695	3.1052582	5.874813	8.606219	10.4220705	3.929258	2.3270364	5.180517	3.5782952	4.1657767	0.79348123	4.1276283	5.050813	1.5182959	0.44251838	0.6637776	2.1591845	0.6256294	0.90792567	0.7324442	0.86214787	0.96133304	0.59511095	0.76296276	0.90029603	0.7553331	1.0986663	0.96896267	1.1597034	1.3275552	2.2965178	11.513107
