File Name	Sample ID	Acquisition Date	Gate	Gated Events	Total Events	X Parameter	Y Parameter	Quad Location	Tube	Panel	Label	Events	% Gated	% Total	X Geo Mean	Y Geo Mean	Median	
Data.0405.030	B6.LN-B220/B7.2	05-Apr-06	G1	9968	15142	FL1-H B220-FITC (Log)	FL2-H B7.2-PE (Log)	12, 20	tube #10	Krishna-1	LR	4111	41.24	.	294.39	4.66	.	
.	B6.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	All	.	100.00	65.83	29.88	.	19.11	
.	B6.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M1	.	49.50	32.58	3.06	.	3.05	
.	B6.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M2	.	50.43	33.20	279.93	.	324.88	
.	B6.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	All	.	100.00	65.83	13.74	.	11.44	
.	B6.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M1	.	53.48	35.21	5.22	.	5.67	
.	B6.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M2	.	42.35	27.88	56.67	.	50.48	
Data.0405.031	B6.LN-CD3/CXCR4	05-Apr-06	No Gate	13823	13823	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #11	Krishna-1	R1	9980	72.20	.	474.04	212.27	.	
Data.0405.031	B6.LN-CD3/CXCR4	05-Apr-06	G1	9980	13823	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1	UL	144	1.44	.	4.53	44.95	.	
Data.0405.031	B6.LN-CD3/CXCR4	05-Apr-06	G1	9980	13823	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1	UR	123	1.23	.	54.14	48.33	.	
Data.0405.031	B6.LN-CD3/CXCR4	05-Apr-06	G1	9980	13823	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1	LL	5753	57.65	.	2.90	3.68	.	
Data.0405.031	B6.LN-CD3/CXCR4	05-Apr-06	G1	9980	13823	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1	LR	3960	39.68	.	122.44	3.27	.	
.	B6.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	All	.	100.00	72.20	13.36	.	4.74	
.	B6.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M1	.	59.28	42.80	2.95	.	2.89	
.	B6.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M2	.	40.66	29.36	121.10	.	127.49	
.	B6.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	All	.	100.00	72.20	3.76	.	3.72	
.	B6.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M1	.	91.78	66.27	3.69	.	3.75	
.	B6.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M2	.	3.38	2.44	37.96	.	33.38	
Data.0405.032	B6.LN-CD3/CD25	05-Apr-06	No Gate	13759	13759	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #12	Krishna-1	R1	9961	72.40	.	482.72	214.36	.	
Data.0405.032	B6.LN-CD3/CD25	05-Apr-06	G1	9961	13759	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1	UL	69	0.69	.	2.84	63.24	.	
Data.0405.032	B6.LN-CD3/CD25	05-Apr-06	G1	9961	13759	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1	UR	362	3.63	.	104.48	119.51	.	
Data.0405.032	B6.LN-CD3/CD25	05-Apr-06	G1	9961	13759	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1	LL	5762	57.85	.	2.84	3.05	.	
Data.0405.032	B6.LN-CD3/CD25	05-Apr-06	G1	9961	13759	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1	LR	3768	37.83	.	115.65	3.38	.	
.	B6.LN-CD3/CD25	.	.	.	.	.	.	.	tube #12	.	All	.	100.00	72.40	13.17	.	4.66	
.	B6.LN-CD3/CD25	.	.	.	.	.	.	.	tube #12	.	M1	.	58.73	42.52	2.86	.	2.84	
.	B6.LN-CD3/CD25	.	.	.	.	.	.	.	tube #12	.	M2	.	41.25	29.86	115.92	.	120.79	
.	B6.LN-CD3/CD25	.	.	.	.	.	.	.	tube #12	.	All	.	100.00	72.40	3.70	.	3.37	
.	B6.LN-CD3/CD25	.	.	.	.	.	.	.	tube #12	.	M1	.	90.31	65.38	3.36	.	3.37	
.	B6.LN-CD3/CD25	.	.	.	.	.	.	.	tube #12	.	M2	.	4.66	3.37	94.94	.	91.81	
Data.0405.033	DBA.LN-CD3/CD4	05-Apr-06	No Gate	13553	13553	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #5	Krishna-1 copy	R1	9959	73.48	.	475.63	206.96	.	
Data.0405.033	DBA.LN-CD3/CD4	05-Apr-06	G1	9959	13553	FL1-H CD3-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #5	Krishna-1 copy	UL	338	3.39	.	8.44	29.45	.	
Data.0405.033	DBA.LN-CD3/CD4	05-Apr-06	G1	9959	13553	FL1-H CD3-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #5	Krishna-1 copy	UR	4286	43.04	.	130.67	716.04	.	
Data.0405.033	DBA.LN-CD3/CD4	05-Apr-06	G1	9959	13553	FL1-H CD3-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #5	Krishna-1 copy	LL	2930	29.42	.	5.05	6.63	.	
Data.0405.033	DBA.LN-CD3/CD4	05-Apr-06	G1	9959	13553	FL1-H CD3-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #5	Krishna-1 copy	LR	2405	24.15	.	88.96	5.34	.	
.	DBA.LN-CD3/CD4	.	.	.	.	.	.	.	tube #5	.	All	.	100.00	73.48	41.67	.	100.00	
.	DBA.LN-CD3/CD4	.	.	.	.	.	.	.	tube #5	.	M1	.	35.20	25.87	5.65	.	6.10	
.	DBA.LN-CD3/CD4	.	.	.	.	.	.	.	tube #5	.	M2	.	64.29	47.24	125.50	.	152.61	
.	DBA.LN-CD3/CD4	.	.	.	.	.	.	.	tube #5	.	All	.	100.00	73.48	49.64	.	15.82	
.	DBA.LN-CD3/CD4	.	.	.	.	.	.	.	tube #5	.	M1	.	48.18	35.40	5.78	.	6.32	
.	DBA.LN-CD3/CD4	.	.	.	.	.	.	.	tube #5	.	M2	.	49.81	36.60	448.01	.	1055.45	
Data.0405.034	DBA.LN-CD8/CD4	05-Apr-06	No Gate	12931	12931	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #6	Krishna-1 copy	R1	9962	77.04	.	478.77	204.78	.	
Data.0405.034	DBA.LN-CD8/CD4	05-Apr-06	G1	9962	12931	FL1-H CD8-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #6	Krishna-1 copy	UL	3939	39.54	.	2.67	884.86	.	
Data.0405.034	DBA.LN-CD8/CD4	05-Apr-06	G1	9962	12931	FL1-H CD8-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #6	Krishna-1 copy	UR	143	1.44	.	61.74	125.76	.	
Data.0405.034	DBA.LN-CD8/CD4	05-Apr-06	G1	9962	12931	FL1-H CD8-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #6	Krishna-1 copy	LL	4142	41.58	.	3.33	5.40	.	
Data.0405.034	DBA.LN-CD8/CD4	05-Apr-06	G1	9962	12931	FL1-H CD8-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #6	Krishna-1 copy	LR	1738	17.45	.	175.66	3.93	.	
.	DBA.LN-CD8/CD4	.	.	.	.	.	.	.	tube #6	.	All	.	100.00	77.04	6.36	.	3.46	
.	DBA.LN-CD8/CD4	.	.	.	.	.	.	.	tube #6	.	M1	.	81.74	62.97	3.03	.	2.94	
.	DBA.LN-CD8/CD4	.	.	.	.	.	.	.	tube #6	.	M2	.	18.10	13.94	180.99	.	237.14	
.	DBA.LN-CD8/CD4	.	.	.	.	.	.	.	tube #6	.	All	.	100.00	77.04	40.14	.	10.09	
.	DBA.LN-CD8/CD4	.	.	.	.	.	.	.	tube #6	.	M1	.	54.96	42.34	4.96	.	5.23	
.	DBA.LN-CD8/CD4	.	.	.	.	.	.	.	tube #6	.	M2	.	42.72	32.91	706.24	.	1124.04	
Data.0405.035	DBA.LN-B220/CD4	05-Apr-06	No Gate	14057	14057	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #7	Krishna-1 copy	R1	9936	70.68	.	488.75	201.60	.	
Data.0405.035	DBA.LN-B220/CD4	05-Apr-06	G1	9936	14057	FL1-H B220-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #7	Krishna-1 copy	UL	4479	45.08	.	3.10	1071.01	.	
Data.0405.035	DBA.LN-B220/CD4	05-Apr-06	G1	9936	14057	FL1-H B220-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #7	Krishna-1 copy	UR	255	2.57	.	115.38	214.49	.	
Data.0405.035	DBA.LN-B220/CD4	05-Apr-06	G1	9936	14057	FL1-H B220-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #7	Krishna-1 copy	LL	2197	22.11	.	3.22	4.45	.	
Data.0405.035	DBA.LN-B220/CD4	05-Apr-06	G1	9936	14057	FL1-H B220-FITC (Log)	FL2-H CD4-PE (Log)	12, 20	tube #7	Krishna-1 copy	LR	3005	30.24	.	294.23	3.30	.	
.	DBA.LN-B220/CD4	.	.	.	.	.	.	.	tube #7	.	All	.	100.00	70.68	13.60	.	4.37	
.	DBA.LN-B220/CD4	.	.	.	.	.	.	.	tube #7	.	M1	.	67.41	47.65	3.15	.	3.22	
.	DBA.LN-B220/CD4	.	.	.	.	.	.	.	tube #7	.	M2	.	32.56	23.01	279.99	.	321.97	
.	DBA.LN-B220/CD4	.	.	.	.	.	.	.	tube #7	.	All	.	100.00	70.68	53.17	.	12.63	
.	DBA.LN-B220/CD4	.	.	.	.	.	.	.	tube #7	.	M1	.	46.48	32.85	4.13	.	4.33	
.	DBA.LN-B220/CD4	.	.	.	.	.	.	.	tube #7	.	M2	.	48.53	34.30	912.66	.	1134.19	
Data.0405.036	DBA.LN-B220/CXCR4	05-Apr-06	No Gate	14147	14147	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #8	Krishna-1 copy	R1	9948	70.32	.	492.26	203.31	.	
Data.0405.036	DBA.LN-B220/CXCR4	05-Apr-06	G1	9948	14147	FL1-H B220-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #8	Krishna-1 copy	UL	6	0.06	.	5.10	132.95	.	
Data.0405.036	DBA.LN-B220/CXCR4	05-Apr-06	G1	9948	14147	FL1-H B220-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #8	Krishna-1 copy	UR	190	1.91	.	142.62	43.22	.	
Data.0405.036	DBA.LN-B220/CXCR4	05-Apr-06	G1	9948	14147	FL1-H B220-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #8	Krishna-1 copy	LL	6587	66.21	.	3.01	2.84	.	
Data.0405.036	DBA.LN-B220/CXCR4	05-Apr-06	G1	9948	14147	FL1-H B220-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #8	Krishna-1 copy	LR	3165	31.82	.	280.81	2.99	.	
.	DBA.LN-B220/CXCR4	.	.	.	.	.	.	.	tube #8	.	All	.	100.00	70.32	13.71	.	4.14	
.	DBA.LN-B220/CXCR4	.	.	.	.	.	.	.	tube #8	.	M1	.	66.49	46.75	3.02	.	3.02	
.	DBA.LN-B220/CXCR4	.	.	.	.	.	.	.	tube #8	.	M2	.	33.46	23.53	276.72	.	324.88	
.	DBA.LN-B220/CXCR4	.	.	.	.	.	.	.	tube #8	.	All	.	100.00	70.32	3.05	.	3.02	
.	DBA.LN-B220/CXCR4	.	.	.	.	.	.	.	tube #8	.	M1	.	89.74	63.10	3.12	.	3.13	
.	DBA.LN-B220/CXCR4	.	.	.	.	.	.	.	tube #8	.	M2	.	2.46	1.73	37.21	.	32.49	
Data.0405.037	DBA.LN-B220/CD54	05-Apr-06	No Gate	14542	14542	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #9	Krishna-1 copy	R1	9933	68.31	.	494.92	204.40	.	
Data.0405.037	DBA.LN-B220/CD54	05-Apr-06	G1	9933	14542	FL1-H B220-FITC (Log)	FL2-H CD54-PE (Log)	12, 20	tube #9	Krishna-1 copy	UL	4585	46.16	.	3.14	49.71	.	
Data.0405.037	DBA.LN-B220/CD54	05-Apr-06	G1	9933	14542	FL1-H B220-FITC (Log)	FL2-H CD54-PE (Log)	12, 20	tube #9	Krishna-1 copy	UR	3282	33.04	.	284.93	82.87	.	
Data.0405.037	DBA.LN-B220/CD54	05-Apr-06	G1	9933	14542	FL1-H B220-FITC (Log)	FL2-H CD54-PE (Log)	12, 20	tube #9	Krishna-1 copy	LL	1964	19.77	.	2.62	10.63	.	
Data.0405.037	DBA.LN-B220/CD54	05-Apr-06	G1	9933	14542	FL1-H B220-FITC (Log)	FL2-H CD54-PE (Log)	12, 20	tube #9	Krishna-1 copy	LR	102	1.03	.	145.56	12.77	.	
.	DBA.LN-B220/CD54	.	.	.	.	.	.	.	tube #9	.	All	.	100.00	68.31	13.98	.	4.10	
.	DBA.LN-B220/CD54	.	.	.	.	.	.	.	tube #9	.	M1	.	66.07	45.13	2.98	.	2.97	
.	DBA.LN-B220/CD54	.	.	.	.	.	.	.	tube #9	.	M2	.	33.86	23.13	284.58	.	321.97	
.	DBA.LN-B220/CD54	.	.	.	.	.	.	.	tube #9	.	All	.	100.00	68.31	42.78	.	43.71	
.	DBA.LN-B220/CD54	.	.	.	.	.	.	.	tube #9	.	M1	.	14.94	10.20	8.90	.	9.91	
.	DBA.LN-B220/CD54	.	.	.	.	.	.	.	tube #9	.	M2	.	84.27	57.56	57.10	.	51.40	
Data.0405.038	DBA.LN-B220/B7.2	05-Apr-06	No Gate	14562	14562	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #10	Krishna-1 copy	R1	9939	68.25	.	498.80	205.79	.	
Data.0405.038	DBA.LN-B220/B7.2	05-Apr-06	G1	9939	14562	FL1-H B220-FITC (Log)	FL2-H B7.2-PE (Log)	12, 20	tube #10	Krishna-1 copy	UL	2311	23.25	.	3.10	54.57	.	
Data.0405.038	DBA.LN-B220/B7.2	05-Apr-06	G1	9939	14562	FL1-H B220-FITC (Log)	FL2-H B7.2-PE (Log)	12, 20	tube #10	Krishna-1 copy	UR	667	6.71	.	236.59	47.41	.	
Data.0405.038	DBA.LN-B220/B7.2	05-Apr-06	G1	9939	14562	FL1-H B220-FITC (Log)	FL2-H B7.2-PE (Log)	12, 20	tube #10	Krishna-1 copy	LL	4193	42.19	.	2.90	6.32	.	
Data.0405.038	DBA.LN-B220/B7.2	05-Apr-06	G1	9939	14562	FL1-H B220-FITC (Log)	FL2-H B7.2-PE (Log)	12, 20	tube #10	Krishna-1 copy	LR	2768	27.85	.	289.79	4.63	.	
.	DBA.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	All	.	100.00	68.25	14.26	.	4.10	
.	DBA.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M1	.	65.57	44.75	2.98	.	3.00	
.	DBA.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M2	.	34.39	23.47	282.89	.	324.88	
.	DBA.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	All	.	100.00	68.25	10.96	.	9.39	
.	DBA.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M1	.	61.39	41.90	5.36	.	5.73	
.	DBA.LN-B220/B7.2	.	.	.	.	.	.	.	tube #10	.	M2	.	35.15	23.99	45.00	.	38.89	
Data.0405.039	DBA.LN-CD3/CXCR4	05-Apr-06	No Gate	14127	14127	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #11	Krishna-1 copy	R1	9943	70.38	.	484.78	203.88	.	
Data.0405.039	DBA.LN-CD3/CXCR4	05-Apr-06	G1	9943	14127	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1 copy	UL	127	1.28	.	6.09	42.48	.	
Data.0405.039	DBA.LN-CD3/CXCR4	05-Apr-06	G1	9943	14127	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1 copy	UR	123	1.24	.	41.19	38.66	.	
Data.0405.039	DBA.LN-CD3/CXCR4	05-Apr-06	G1	9943	14127	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1 copy	LL	3117	31.35	.	5.67	4.83	.	
Data.0405.039	DBA.LN-CD3/CXCR4	05-Apr-06	G1	9943	14127	FL1-H CD3-FITC (Log)	FL2-H CXCR4-PE (Log)	12, 20	tube #11	Krishna-1 copy	LR	6576	66.14	.	98.65	3.57	.	
.	DBA.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	All	.	100.00	70.38	38.47	.	80.58	
.	DBA.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M1	.	35.41	24.92	6.06	.	6.61	
.	DBA.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M2	.	63.90	44.98	108.30	.	134.56	
.	DBA.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	All	.	100.00	70.38	4.17	.	4.37	
.	DBA.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M1	.	91.04	64.08	4.18	.	4.41	
.	DBA.LN-CD3/CXCR4	.	.	.	.	.	.	.	tube #11	.	M2	.	3.46	2.44	32.24	.	25.25	
Data.0405.040	DBA.LN-CD4/CD25	05-Apr-06	No Gate	14558	14558	FSC-H FSC-Height (Linear)	SSC-H SSC-Height (Linear)	.	tube #12	Krishna-1 copy	R1	9958	68.40	.	492.90	208.31	.	
Data.0405.040	DBA.LN-CD4/CD25	05-Apr-06	G1	9958	14558	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1 copy	UL	39	0.39	.	5.72	64.70	.	
Data.0405.040	DBA.LN-CD4/CD25	05-Apr-06	G1	9958	14558	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1 copy	UR	466	4.68	.	111.08	141.08	.	
Data.0405.040	DBA.LN-CD4/CD25	05-Apr-06	G1	9958	14558	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1 copy	LL	3255	32.69	.	5.73	2.97	.	
Data.0405.040	DBA.LN-CD4/CD25	05-Apr-06	G1	9958	14558	FL1-H CD4-FITC (Log)	FL2-H CD25-PE (Log)	12, 20	tube #12	Krishna-1 copy	LR	6198	62.24	.	89.52	3.35	.	
.	DBA.LN-CD4/CD25	.	.	.	.	.	.	.	tube #12	.	All	.	100.00	68.40	36.42	.	72.34	
.	DBA.LN-CD4/CD25	.	.	.	.	.	.	.	tube #12	.	M1	.	36.10	24.69	6.12	.	6.73	
.	DBA.LN-CD4/CD25	.	.	.	.	.	.	.	tube #12	.	M2	.	63.18	43.21	102.01	.	124.09	
.	DBA.LN-CD4/CD25	.	.	.	.	.	.	.	tube #12	.	All	.	100.00	68.40	3.88	.	3.49	
.	DBA.LN-CD4/CD25	.	.	.	.	.	.	.	tube #12	.	M1	.	88.28	60.39	3.47	.	3.52	
.	DBA.LN-CD4/CD25	.	.	.	.	.	.	.	tube #12	.	M2	.	5.40	3.70	117.49	.	132.75	
